gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region
male,other,,no,no,yes,no,7.5,,0.5,0.8891500234603882,15,low,other
female,other,53.54999923706055,no,no,no,no,7.5,8.09000015258789,,0.8891500234603882,14,low,other
female,other,48.52000045776367,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,12,low,
female,other,,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,14,low,other
female,other,57.5,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,14,low,other
female,other,51.31999969482422,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,15,low,other
female,other,36.369998931884766,no,no,no,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,low,other
female,other,43.79999923706055,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,low,other
female,other,45.13999938964844,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,high,other
female,other,63.2599983215332,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,16,low,other
female,other,51.31999969482422,yes,yes,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,17,low,other
male,other,44.22999954223633,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,low,other
female,other,42.93000030517578,no,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,high,other
female,other,47.599998474121094,no,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,low,other
male,other,56.470001220703125,yes,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,13,high,other
male,other,64.69000244140625,no,no,yes,no,5.300000190734863,8.09000015258789,,0.8891500234603882,16,low,other
female,other,62.349998474121094,yes,yes,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,,16,low,other
female,other,48.959999084472656,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other
female,other,40.279998779296875,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,high,other
male,other,44.65999984741211,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other
male,other,65.45999908447266,no,no,no,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other
female,other,37.810001373291016,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other
male,other,66.94999694824219,yes,yes,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,high,other
female,other,55.63999938964844,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,high,other
female,other,51.279998779296875,no,yes,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,16,low,other
female,other,52.779998779296875,no,no,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,14,low,other
female,other,64.5999984741211,no,no,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,16,low,other
female,other,61.72999954223633,yes,no,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,16,low,other
male,afam,50.810001373291016,no,yes,yes,no,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,16,low,other
male,other,44.459999084472656,yes,yes,yes,no,5.400000095367432,8.09000015258789,1.899999976158142,,12,high,other
female,other,41.58000183105469,no,no,yes,no,13.5,7.690000057220459,,1.1120100021362305,12,low,other
female,other,40.70000076293945,no,no,no,no,13.5,,5.0,1.1120100021362305,12,low,other
female,other,39.630001068115234,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,12,low,other
female,other,54.16999816894531,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,12,low,other
male,hispanic,38.95000076293945,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,13,high,other
female,other,62.84000015258789,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,15,low,other
male,other,64.4800033569336,no,no,no,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,low,other
female,other,47.09000015258789,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,high,other
female,other,50.95000076293945,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,low,other
male,other,44.459999084472656,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,high,other
female,other,58.88999938964844,no,yes,no,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,high,other
female,afam,54.36000061035156,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,low,other
female,other,45.290000915527344,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,13,low,other
female,other,54.16999816894531,no,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,15,low,other
male,other,52.7400016784668,yes,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,high,other
male,other,60.939998626708984,no,no,yes,no,6.5,,0.800000011920929,0.8891500234603882,12,low,other
male,other,40.18000030517578,no,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,high,other
female,other,58.09000015258789,no,yes,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,low,other
male,other,54.2599983215332,no,no,yes,no,6.5,8.09000015258789,,0.8891500234603882,14,low,other
female,other,57.130001068115234,yes,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,high,other
female,other,64.9800033569336,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other
male,other,65.3499984741211,no,no,no,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,14,low,other
female,other,55.959999084472656,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other
female,other,61.72999954223633,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,high,other
male,other,56.349998474121094,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other
male,other,51.099998474121094,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,13,high,other
female,other,39.52000045776367,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other
female,other,60.75,yes,yes,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,low,other
male,other,38.189998626708984,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other
female,other,51.02000045776367,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,low,other
male,other,53.650001525878906,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,low,other
male,other,56.349998474121094,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,high,other
female,other,52.95000076293945,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,,15,high,other
male,other,63.40999984741211,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,low,other
male,other,,yes,yes,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,high,other
male,other,45.099998474121094,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,high,other
male,other,66.94999694824219,yes,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,low,other
female,other,62.900001525878906,yes,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,18,high,other
male,other,52.97999954223633,yes,yes,yes,no,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,high,other
female,other,62.290000915527344,no,yes,yes,no,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,low,other
male,other,44.310001373291016,no,yes,yes,no,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,12,low,other
female,other,64.11000061035156,yes,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,16,low,other
male,other,58.619998931884766,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,13,high,other
female,other,56.91999816894531,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,low,other
female,other,52.66999816894531,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,low,other
male,other,64.83000183105469,yes,yes,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,15,high,other
male,other,49.900001525878906,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,low,other
female,other,62.54999923706055,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,high,
male,other,66.48999786376953,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,high,other
male,other,,yes,yes,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,high,other
male,other,49.20000076293945,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,13,low,other
female,other,51.470001220703125,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,low,other
female,other,,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,low,other
female,afam,43.2599983215332,no,no,no,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,low,other
female,other,54.540000915527344,no,yes,no,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,low,other
male,other,58.720001220703125,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,18,low,other
female,other,57.880001068115234,yes,yes,yes,no,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,13,high,other
female,other,68.5,yes,no,no,no,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,low,other
male,other,52.63999938964844,no,yes,yes,no,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,high,other
female,other,37.540000915527344,no,yes,no,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,low,other
male,other,63.59000015258789,no,no,no,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,16,low,other
female,other,49.900001525878906,no,no,yes,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,low,other
male,other,67.18000030517578,yes,yes,yes,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,15,low,other
female,other,61.02000045776367,no,no,yes,yes,8.199999809265137,,3.200000047683716,1.1120100021362305,12,low,other
female,other,55.88999938964844,no,no,yes,no,7.199999809265137,8.850000381469727,0.6000000238418579,0.8498799800872803,16,high,
male,other,59.2400016784668,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,low,other
male,other,62.97999954223633,yes,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,18,high,other
male,other,51.08000183105469,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,low,other
female,other,57.119998931884766,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,high,other
female,other,60.40999984741211,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,17,low,other
female,other,44.279998779296875,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,low,other
male,other,53.04999923706055,no,no,no,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,13,low,other
female,other,48.79999923706055,no,no,yes,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,low,other
male,other,53.59000015258789,no,no,yes,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,15,low,other
male,other,39.209999084472656,no,no,yes,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,low,other
female,other,65.93000030517578,yes,yes,yes,yes,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,14,low,other
female,other,56.08000183105469,no,yes,yes,yes,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,16,low,other
male,other,63.130001068115234,no,yes,yes,yes,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,17,high,other
female,other,58.369998931884766,no,no,yes,yes,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,16,low,other
male,other,59.90999984741211,no,yes,yes,yes,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,15,high,
male,afam,,no,no,no,yes,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,14,low,other
female,hispanic,49.09000015258789,no,no,no,yes,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,17,low,other
male,other,57.4900016784668,no,no,yes,no,6.300000190734863,9.640000343322754,2.0,1.1524200439453125,17,high,other
female,afam,45.36000061035156,yes,yes,no,yes,8.0,,,1.1524200439453125,16,high,other
male,other,44.689998626708984,no,no,yes,yes,8.0,9.640000343322754,0.1000000014901161,1.1524200439453125,13,low,other
male,afam,45.84000015258789,no,no,no,yes,8.0,9.640000343322754,0.0,1.1524200439453125,12,low,other
male,afam,55.65999984741211,no,no,yes,yes,8.0,9.640000343322754,0.0,1.1524200439453125,16,low,other
male,hispanic,35.79999923706055,no,no,no,yes,8.0,9.640000343322754,0.0,,12,low,other
male,afam,44.2400016784668,no,no,no,yes,8.0,9.640000343322754,0.0,1.1524200439453125,14,high,
male,afam,51.33000183105469,yes,yes,yes,yes,8.0,9.640000343322754,0.0,1.1524200439453125,13,high,
male,afam,56.459999084472656,no,yes,no,yes,8.0,9.640000343322754,0.4000000059604645,1.1524200439453125,15,high,other
male,other,48.029998779296875,no,no,yes,yes,8.0,,0.4000000059604645,1.1524200439453125,12,low,other
male,other,63.77000045776367,no,no,no,yes,8.0,9.640000343322754,0.0,1.1524200439453125,17,low,other
female,other,69.9000015258789,no,no,yes,yes,8.0,9.640000343322754,0.0,1.1524200439453125,17,low,other
female,other,66.88999938964844,no,no,no,yes,8.0,9.640000343322754,0.0,1.1524200439453125,16,low,other
female,other,68.44000244140625,yes,no,no,yes,8.0,9.640000343322754,0.0,1.1524200439453125,17,low,other
male,afam,54.849998474121094,no,no,yes,yes,8.0,9.640000343322754,0.0,1.1524200439453125,13,low,other
male,other,62.36000061035156,yes,yes,no,yes,8.0,9.640000343322754,1.5,1.1524200439453125,16,high,other
female,other,44.040000915527344,no,no,no,yes,8.0,,1.5,1.1524200439453125,12,low,other
male,hispanic,56.93000030517578,no,no,yes,yes,8.0,9.640000343322754,1.5,1.1524200439453125,16,low,other
male,afam,43.540000915527344,no,no,yes,yes,8.0,9.640000343322754,1.5,1.1524200439453125,13,low,other
female,other,58.869998931884766,no,no,yes,no,6.0,9.640000343322754,1.5,1.1524200439453125,12,low,other
female,other,54.16999816894531,yes,no,yes,no,6.0,9.640000343322754,1.5,1.1524200439453125,16,high,other
female,other,58.72999954223633,yes,no,yes,no,6.0,9.640000343322754,1.5,,16,low,
female,other,58.84000015258789,no,yes,yes,no,6.0,9.640000343322754,1.5,1.1524200439453125,16,low,other
female,other,65.79000091552734,no,no,yes,yes,8.0,9.640000343322754,0.5,1.1524200439453125,17,low,other
female,hispanic,42.029998779296875,no,yes,yes,yes,8.0,9.640000343322754,0.5,1.1524200439453125,14,low,other
male,other,60.43000030517578,no,no,yes,yes,8.0,9.640000343322754,0.5,1.1524200439453125,16,low,other
female,hispanic,49.56999969482422,no,no,no,yes,8.0,9.640000343322754,0.5,1.1524200439453125,15,low,
female,other,51.959999084472656,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,low,other
male,other,63.56999969482422,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,16,low,other
female,other,51.689998626708984,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,high,other
female,other,57.869998931884766,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,high,other
female,other,49.810001373291016,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,14,high,other
female,other,52.4900016784668,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,14,low,other
male,other,43.220001220703125,no,no,yes,no,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,12,high,other
male,afam,58.529998779296875,yes,no,yes,yes,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,14,low,other
female,hispanic,43.630001068115234,no,no,no,yes,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,12,low,other
female,afam,54.790000915527344,no,no,yes,yes,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,13,high,other
male,afam,37.61000061035156,no,yes,yes,no,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,13,high,other
female,other,62.25,yes,no,yes,no,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,16,high,other
female,other,,yes,no,yes,no,5.300000190734863,9.640000343322754,,1.1524200439453125,12,high,other
male,other,51.959999084472656,no,no,yes,no,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,15,low,other
female,other,49.209999084472656,no,no,yes,no,5.300000190734863,9.640000343322754,0.3000000119209289,1.1524200439453125,15,low,other
female,other,52.34000015258789,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,low,other
female,other,62.939998626708984,no,yes,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,16,high,other
male,other,55.83000183105469,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,low,other
male,other,62.119998931884766,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,18,low,other
female,other,55.540000915527344,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,high,other
female,other,65.12000274658203,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,15,low,other
male,other,57.849998474121094,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,15,low,other
male,other,45.540000915527344,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,low,other
female,other,59.68000030517578,no,no,yes,no,9.800000190734863,9.640000343322754,,1.1524200439453125,16,low,other
male,other,58.31999969482422,no,no,yes,no,9.800000190734863,9.640000343322754,4.5,1.1524200439453125,12,low,other
